id,brand,type,model,imageurl,power,numberofpeople,capacityforbags,priceindollars,priceperkilometer,pricefordriverperday,numberofvehiclesavailable,description
58c52f02-27e7-44d3-a91d-c95390bf244d,Hyundai,SUV,Tucson,https://drive.google.com/file/d/1hjfMZxyTeUpT1ptLvXB6hiyUvIKKbMV9/view?usp=sharing,187,5,4,200,0.7,80,9,"The Hyundai Tucson is a compact SUV that offers style, performance, and versatility. With its modern design and advanced features, it's perfect for urban driving and outdoor adventures."
4511f3a5-f032-4d5d-beb6-45eb1eac56dc,Hyundai,SUV,Palisade,https://drive.google.com/file/d/12d9YL9qNQifa-0LZ-uDrgD13UNBI1TiR/view?usp=sharing,291,8,6,260,0.85,100,7,"The Hyundai Palisade is a full-size SUV that offers luxury, performance, and capability. With its spacious cabin and advanced technology, it's perfect for family road trips and daily commutes."
8602a8c6-5ad8-46c2-b28f-1bfc4117dd01,Hyundai,SUV,Kona,https://drive.google.com/file/d/1WQobVp8mf3udZZdRh5p-N1RZFHU_agqo/view?usp=sharing,147,5,3,190,0.7,80,8,"The Hyundai Kona is a subcompact SUV that offers agility, efficiency, and style. With its bold design and advanced features, it's perfect for urban adventures and weekend getaways."
e346c2ef-c152-4074-a4e4-8a87df0c5e27,Hyundai,SUV,Venue,https://drive.google.com/file/d/1eFcVoZ-Gc74u9bD-GC71igRiyZY8_pj1/view?usp=sharing,121,5,2,180,0.65,70,10,"The Hyundai Venue is a compact SUV that offers versatility, efficiency, and value. With its compact size and modern features, it's perfect for city driving and weekend adventures."
1808d150-37b6-4fd5-80e8-69743cc6381f,Hyundai,SUV,Nexo,https://drive.google.com/file/d/1oHQ3nNr4dvydkY7ZrNDSd9P_Yn-ltx8b/view?usp=sharing,161,5,4,250,0.8,90,6,"The Hyundai Nexo is a hydrogen fuel cell SUV that offers zero-emission driving and advanced technology. With its eco-friendly design and spacious cabin, it's perfect for drivers who want to reduce their carbon footprint."
32c5818e-07d0-45c2-b280-88657b7c8e9c,Hyundai,SUV,Ioniq 5,https://drive.google.com/file/d/12JSgSAF8P5t_cFHZhLuZnRZZA6LSI7mv/view?usp=sharing,225,5,4,230,0.75,85,7,"The Hyundai Ioniq 5 is an all-electric SUV that offers style, performance, and sustainability. With its futuristic design and long-range capabilities, it's perfect for eco-conscious drivers who want to make a statement."
ad5c9679-7204-4bf1-9511-66342a95f7f3,Hyundai,SUV,IONIQ 6,https://drive.google.com/file/d/1y2OubAV-avLbxactDsIyB6DrpomPYN94/view?usp=sharing,214,5,4,240,0.8,95,6,"The Hyundai Ioniq 6 is an all-electric sedan that offers performance, style, and efficiency. With its sleek design and advanced technology, it's perfect for drivers who want to embrace the future of mobility."
96647699-be1a-4fcd-9510-51185e9f8ef0,Hyundai,SUV,IONIQ 7,https://drive.google.com/file/d/1kLNQxq5QCNHF_W9660X3RohqV4112_9C/view?usp=sharing,300,7,5,270,0.9,100,5,"The Hyundai Ioniq 7 is a large SUV that offers space, comfort, and performance. With its three-row seating and advanced features, it's perfect for family road trips and outdoor adventures."
8c628e52-22b5-414e-87b7-26690a231d1c,Hyundai,SUV,IONIQ 9,https://drive.google.com/file/d/1I35WYUW6-paHNZvDCoLz_JB2gGKsIdaj/view?usp=sharing,350,8,6,300,1,120,4,"The Hyundai Ioniq 9 is a luxury SUV that offers space, comfort, and performance. With its premium design and advanced technology, it's perfect for drivers who demand the best."
d1bf2301-a3a0-4066-9c4e-3651f052b6f4,Toyota,SUV,RAV4,https://drive.google.com/file/d/15kXV2L1fzECd3bvbuoDfIU6FLPHZzzzW/view?usp=sharing,203,5,4,200,0.75,90,8,"The Toyota RAV4 is a compact SUV that offers a blend of versatility and reliability. With its spacious interior and advanced safety features, it's perfect for both city driving and outdoor adventures."
b128da59-fe3a-4dfa-afa0-33fc8c6b18a5,Toyota,SUV,Highlander,https://drive.google.com/file/d/1RTotgudbNMT6gxRvlshgh9nHwrlkONo3/view?usp=sharing,295,7,5,250,0.85,100,6,"The Toyota Highlander is a midsize SUV that offers comfort, convenience, and performance. With its spacious cabin and versatile seating options, it's perfect for family road trips and everyday use."
2757ddc5-522a-48ed-9e9d-6344d32e535d,Toyota,SUV,Land Cruiser,https://drive.google.com/file/d/1ijgKGwfQwVT0AnmcMaCJqYWWlsxO-Tt6/view?usp=sharing,381,8,6,300,0.9,120,5,"The Toyota Land Cruiser is a full-size SUV that offers legendary off-road capability and luxury features. With its powerful engine and rugged design, it's perfect for exploring the great outdoors in style and comfort."
174806be-c37c-4e85-9501-c3c944bb0c05,Toyota,SUV,Sequoia,https://drive.google.com/file/d/17kfUpiebiSl9cCrhwhbL7lU2YzKtNrm6/view?usp=sharing,381,8,6,280,0.85,110,7,"The Toyota Sequoia is a full-size SUV that offers impressive power, capability, and comfort. With its spacious interior and rugged design, it's perfect for family adventures and hauling heavy loads."
8b33df44-ecf4-473c-b96a-d48ca24c1321,Toyota,SUV,4Runner,https://drive.google.com/file/d/1yupwPEgEbHChlh7ewCQCVR-OX48Gv18-/view?usp=sharing,270,5,4,220,0.8,100,9,"The Toyota 4Runner is a rugged SUV that offers exceptional off-road capability and durability. With its versatile cargo space and advanced technology, it's perfect for outdoor enthusiasts and adventurous families."
e3444d52-9965-41d6-86a6-a7cd800a9176,Toyota,SUV,C-HR,https://drive.google.com/file/d/1Dk6bo_CFvREUsyysC5b-6QKD5CIUv7QQ/view?usp=sharing,144,5,3,190,0.7,80,8,"The Toyota C-HR is a stylish and compact SUV that offers sporty performance and modern design. With its agile handling and advanced safety features, it's perfect for urban driving and weekend getaways."
ea68b4dd-af4b-42a4-806e-79ad87fdbe2d,Toyota,SUV,Venza,https://drive.google.com/file/d/1h9fd-nfGzL8BH6NdSGDp7rr9GxjVoEJm/view?usp=sharing,219,5,4,210,0.75,90,7,"The Toyota Venza is a sleek and versatile SUV that offers hybrid efficiency and premium comfort. With its spacious cabin and refined styling, it's perfect for drivers who want to elevate their daily commute."
a5364980-b199-4c0a-9d31-785bf79985b7,Toyota,SUV,FJ Cruiser,https://drive.google.com/file/d/1BrPNh-TixB_0s6i0Rlw3OGzk7gYPTs_g/view?usp=sharing,260,5,4,230,0.8,100,6,"The Toyota FJ Cruiser is a rugged and capable SUV that offers off-road performance and adventure-ready features. With its iconic design and powerful engine, it's perfect for exploring the great outdoors with confidence."
62705974-e96e-4067-b6db-fb0b49c507f8,Toyota,SUV,Corolla Cross,https://drive.google.com/file/d/174LfMCAR_eS6sI2b-_hbepn99f-UiyhU/view?usp=sharing,169,5,3,200,0.75,90,8,"The Toyota Corolla Cross is a compact SUV that offers versatility, efficiency, and comfort. With its modern design and advanced technology, it's perfect for urban adventures and weekend road trips."
dfadee36-9863-49c5-a6f6-61f3bfe2da78,Toyota,SUV,Rush,https://drive.google.com/file/d/1R4AMO4C2kzJQ9v2xHNdRECRoDI1maljL/view?usp=sharing,102,7,3,180,0.7,80,9,"The Toyota Rush is a compact SUV that offers practicality, versatility, and style. With its spacious interior and efficient engine, it's perfect for families and adventurers who value comfort and convenience."
7befb52b-4b6e-43d5-a6ba-acc9258bac23,Volkswagen,SUV,Tiguan,https://drive.google.com/file/d/1BKRnDW5FVx9OqaZNxxTowF6UxhSdZ95I/view?usp=sharing,184,5,4,150,0.6,70,6,"The Volkswagen Tiguan is a versatile and spacious SUV that offers comfortable seating for five passengers and ample cargo space. With its smooth ride and fuel-efficient engine, it's perfect for both city driving and long road trips."
37a25d27-ae04-4ed3-b7b7-b4b68a45cb87,Volkswagen,SUV,Atlas,https://drive.google.com/file/d/1G1aMiOye3v-OPfJw5sIrXIdtH383nFch/view?usp=sharing,276,7,5,180,0.7,80,5,"The Volkswagen Atlas is a spacious and family-friendly SUV that offers seating for up to seven passengers and plenty of cargo space. With its powerful engine and advanced safety features, it's perfect for family road trips and daily commutes."
fc135289-3188-4f15-b989-5a30f8ba20d1,Volkswagen,SUV,Touareg,https://drive.google.com/file/d/14sKISnwal3j72i-47YYgrcc-VuKHqgHX/view?usp=sharing,286,5,4,200,0.8,90,7,"The Volkswagen Touareg is a luxurious and powerful SUV that offers exceptional performance and comfort. With its spacious interior and advanced technology features, it's perfect for both daily driving and long-distance travel."
628e89ff-bd24-422e-a124-7e2198170940,Volkswagen,SUV,ID.4,https://drive.google.com/file/d/1TdZrqNjVMRYcF7lIVRmKjZbPh6q2-U-D/view?usp=sharing,201,5,3,170,0.65,75,6,"The Volkswagen ID.4 is an all-electric SUV that offers zero-emission driving without sacrificing performance or comfort. With its spacious interior and cutting-edge features, it's perfect for environmentally-conscious drivers."
b8b209c9-7195-49cd-9371-ee8e835523c5,Volkswagen,SUV,Teramont,https://drive.google.com/file/d/1Zv7QTtL46Xx8VJg5vSaSJurghP0haLCU/view?usp=sharing,276,7,5,190,0.75,85,8,"The Volkswagen Teramont is a spacious and versatile SUV that offers seating for up to seven passengers and plenty of cargo space. With its powerful engine and advanced safety features, it's perfect for family adventures and daily drives."
0ea861a2-9b6c-4f63-b2d5-6000b406589e,Volkswagen,SUV,ID. Buzz,https://drive.google.com/file/d/1Z6ORAjiyqLfvnOcnOsrKGJepOcJ449jK/view?usp=sharing,201,5,3,180,0.7,80,7,"The Volkswagen ID. Buzz is a modern and stylish electric SUV that offers a blend of retro design and cutting-edge technology. With its spacious interior and eco-friendly powertrain, it's perfect for urban driving and weekend getaways."
9e85f939-9aba-41f8-8128-6b635c36c984,Volkswagen,SUV,T-Cross,https://drive.google.com/file/d/1iZAvwg6Dq_E7HPJgi-eG4AxWW1cbMcS6/view?usp=sharing,113,5,3,140,0.55,65,5,"The Volkswagen T-Cross is a compact and practical SUV that offers agile handling and modern features. With its versatile interior and fuel-efficient engine, it's perfect for city driving and weekend adventures."
08e13da7-c760-418c-a36e-4ee6b8755853,Volkswagen,SUV,ID. Crozz,https://drive.google.com/file/d/18394gxL4KuFPFFFRHc006RvHpeYlnZng/view?usp=sharing,302,5,4,200,0.8,90,6,"The Volkswagen ID. Crozz is an all-electric SUV that offers impressive performance and versatility. With its spacious interior and advanced technology features, it's perfect for eco-conscious drivers who demand both style and substance."
b36189f1-ab6d-4536-bb51-39a6a6584646,BMW,SUV,X5,https://drive.google.com/file/d/1X8wMeTub99hq-BS0A7v8HXceh7NMIgY5/view?usp=sharing,335,5,4,160,0.65,75,4,"The BMW X5 is a luxurious and versatile SUV that offers impressive performance and comfort. With its spacious cabin and advanced technology features, it's perfect for family road trips or daily commuting."
74696807-3573-40d1-8b2f-5f36c8d479a2,BMW,SUV,X6,https://drive.google.com/file/d/1O4LVLwex6S3IOzePL7eUtCBfgfipHOQV/view?usp=sharing,456,5,3,180,0.7,80,3,"The BMW X6 is a sleek and powerful SUV that combines sporty styling with premium features. With its dynamic performance and luxurious interior, it offers an exhilarating driving experience."
8a6fe82b-9cd6-4a41-abd2-20ac9a0f7af2,BMW,SUV,X7,https://drive.google.com/file/d/1pz4Xu_C8Nby5mLZfU43MveEXhn38Vn9X/view?usp=sharing,523,7,5,220,0.75,90,2,"The BMW X7 is a flagship luxury SUV that offers unparalleled comfort, performance, and technology features. With its spacious seating and upscale amenities, it's the ultimate choice for discerning drivers."
18abad9c-dcbb-44fa-8a74-485e8ed41c82,BMW,SUV,X2,https://drive.google.com/file/d/1L7opQvi95IdgDAia09yMcz4ydQOzgJ8m/view?usp=sharing,228,5,3,140,0.6,70,3,"The BMW X2 is a stylish and agile SUV that delivers sporty performance and premium features. With its compact size and versatile design, it's perfect for urban driving and weekend adventures."
e3215539-a7da-4a83-b3ff-f91221f0a8c0,BMW,SUV,X4,https://drive.google.com/file/d/1Z7wInnfebZx65KAlAEFWi7sdAMjaUL4h/view?usp=sharing,248,5,4,150,0.65,75,4,"The BMW X4 combines the versatility of an SUV with the dynamic performance of a sports car. With its sleek coupe-like design and powerful engine options, it's the perfect vehicle for drivers who demand both style and substance."
676733c2-9be6-42f4-affd-1ca032162d81,Toyota,EV,Prius Prime,https://drive.google.com/file/d/1stw4zUDc_s9L5O8S9ngGWriFi9j-dnaE/view?usp=sharing,121,5,3,160,0.65,70,6,"The Toyota Prius Prime is a plug-in hybrid electric vehicle (PHEV) that offers excellent fuel efficiency and a spacious interior. With its advanced technology and comfortable ride, it's perfect for eco-conscious drivers who want to reduce their carbon footprint."
e159b56a-92f3-4c59-a6b7-b1393bac877c,Toyota,EV,Mirai,https://drive.google.com/file/d/19XfXx7xCr4mYp6fWMT72T3R75BzvLl5u/view?usp=sharing,182,5,4,180,0.7,80,5,"The Toyota Mirai is a hydrogen fuel cell electric vehicle (FCEV) that offers zero-emission driving with a long range and quick refueling times. With its futuristic design and advanced features, it's perfect for drivers who want a clean and sustainable transportation option."
42ee806d-2a4c-4684-95da-d54f4bc59c66,Toyota,EV,C-HR EV,https://drive.google.com/file/d/1xr4WMqufeYymOqxN51WQT4zyQB1iW4Ev/view?usp=sharing,120,5,3,150,0.6,75,7,"The Toyota C-HR EV is a compact electric SUV that offers agile handling and impressive fuel efficiency. With its stylish design and spacious interior, it's perfect for urban driving and weekend adventures."
43e2eccf-0f61-4cdf-aae5-c823efd3c62d,Toyota,EV,e-Palette,https://drive.google.com/file/d/1JDdmIllO107wOzfca6GPWpNHwLwbOT1i/view?usp=sharing,150,6,5,200,0.8,90,8,"The Toyota e-Palette is a futuristic electric vehicle designed for autonomous transportation and mobile services. With its modular interior and customizable features, it's perfect for businesses and organizations looking for innovative mobility solutions."
4d80efdc-0e3a-4a84-b947-1116ee7cf006,Toyota,EV,RAV4 EV,https://drive.google.com/file/d/18BK2DkL5rnRWEPXgV1rJ8-FiRBy1BL-Q/view?usp=sharing,154,5,4,170,0.65,80,6,"The Toyota RAV4 EV is an all-electric SUV that offers excellent performance and versatility. With its spacious interior and advanced safety features, it's perfect for both daily driving and outdoor adventures."
0b86a030-4603-4f49-ab70-56595b55f99a,Toyota,EV,Corolla Cross EV,https://drive.google.com/file/d/1A3QRTiq-edeN4VeF3u6F9BG2VIrKYkom/view?usp=sharing,120,5,3,160,0.7,75,5,"The Toyota Corolla Cross EV is an electric crossover SUV that offers a blend of style, comfort, and efficiency. With its spacious interior and advanced technology features, it's perfect for urban commuters and small families."
